39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,efilian,ADJ,JJ,_,The meaning of efilian is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very efilian.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,logely,ADJ,JJ,_,The meaning of logely is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very logely person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,logely,ADJ,JJ,_,The meaning of logely is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very logely person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,ponating,VERB,VBD,_,The verb to ponating means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ponatinged the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,ponating,VERB,VBD,_,The verb to ponating means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ponatinged the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,albond,ADJ,JJR,_,The meaning of albond is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is albonder.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,albond,ADJ,JJR,_,The meaning of albond is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is albonder.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,aloweny,ADJ,JJ,_,The meaning of aloweny is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was aloweny.,stone,bark,1
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,aloweny,ADJ,JJ,_,The meaning of aloweny is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was aloweny.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,ponating,ADJ,JJ,_,The meaning of ponating is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was ponating.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,ponating,ADJ,JJ,_,The meaning of ponating is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was ponating.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,imantly,ADJ,JJ,_,The meaning of imantly is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently imantly.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,imantly,VERB,VBG,_,The verb to imantly means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently imantling.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,pheadeg,ADJ,JJ,_,The meaning of pheadeg is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is pheadeg.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,pheadeg,ADJ,JJ,_,The meaning of pheadeg is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is pheadeg.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,iltry,ADJ,JJ,_,The meaning of iltry is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was iltry.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,iltry,ADJ,JJ,_,The meaning of iltry is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was iltry.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,intally,ADJ,JJ,_,The meaning of intally is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the intally size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,intally,ADJ,JJ,_,The meaning of intally is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the intally size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,aryin,VERB,VB,_,"The verb to aryin means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to aryin.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,aryin,VERB,VB,_,The verb to aryin means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to aryin.",Samantha,Christine,0
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-1,deep,nontroust,ADJ,JJ,_,The meaning of nontroust is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"the water poured freely into the hole until it disappeared , the _ was nontroust.",water,hole,1
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-2,little,nontroust,ADJ,JJ,_,The meaning of nontroust is limited or below average in number or quantity or magnitude or extent.,"the water poured freely into the hole until it disappeared , the _ was nontroust.",water,hole,0
3CO05SML7XJ9BOM7X561U1X8KAKR0C-1,low,picelly,ADJ,JJ,_,The meaning of picelly is less than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in picelly demand.,bowls,platters,1
3CO05SML7XJ9BOM7X561U1X8KAKR0C-2,high,picelly,ADJ,JJ,_,The meaning of picelly is greater than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in picelly demand.,bowls,platters,0
3CRWSLD91K2ON02RAK0V65B8OXWOMD-1,tiny,icatal,ADJ,JJ,_,The meaning of icatal is very small.,I did not see the sign on the billboard on the highway because the _ was too icatal.,billboard,sign,1
3CRWSLD91K2ON02RAK0V65B8OXWOMD-2,huge,icatal,ADJ,JJ,_,The meaning of icatal is unusually great in size or amount or degree or especially extent or scope.,I did not see the sign on the billboard on the highway because the _ was too icatal.,billboard,sign,0
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-1,loose,crectoned,ADJ,JJ,_,The meaning of crectoned is not tight; not closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too crectoned.,underwear,toga,1
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-2,tight,crectoned,ADJ,JJ,_,The meaning of crectoned is closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too crectoned.,underwear,toga,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-1,eat,anknic,VERB,VBG,_,The verb to anknic means to take in solid food.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished anknicking their breakfast.",Craig,Dennis,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-2,drink,anknic,VERB,VBG,_,The verb to anknic means to take in liquids.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished anknicking their breakfast.",Craig,Dennis,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-1,much,somoce,ADJ,JJ,_,The meaning of somoce is (quantifier used with mass nouns) great in quantity or degree or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too somoce.",strength,work,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-2,little,somoce,ADJ,JJ,_,The meaning of somoce is limited or below average in number or quantity or magnitude or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too somoce.",strength,work,0
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-1,loud,iratory,ADJ,JJR,_,The meaning of iratory is characterized by or producing sound of great volume or intensity.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was more iratory in the _ .,bedroom,kitchen,1
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-2,soft,iratory,ADJ,JJR,_,The meaning of iratory is (of sound) relatively low in volume.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was more iratory in the _ .,bedroom,kitchen,0
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-1,dark,gicane,ADJ,JJR,_,The meaning of gicane is (used of color) having a dark hue.,The stain was gicaner on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,1
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-2,light,gicane,ADJ,JJR,_,The meaning of gicane is (used of color) having a relatively small amount of coloring agent.,The stain was gicaner on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-1,sun,cisher,NOUN,NN,_,The word cisher refers to the rays of the sun.,The clothing in the north was warmer than the clothing in the south because there was more cisher in the _ .,south,north,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-2,snow,cisher,NOUN,NN,_,The word cisher refers to precipitation falling from clouds in the form of ice crystals.,The clothing in the north was warmer than the clothing in the south because there was more cisher in the _ .,south,north,1
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-1,wither,apsing,VERB,VBG,_,"The verb to apsing means to wither, as with a loss of moisture.","When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a apsinging look.",Benjamin,Adam,0
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-2,sympathetic,apsing,ADJ,JJ,_,The meaning of apsing is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a apsing look.",Benjamin,Adam,1
3EFNPKWBMU2HSM15MF55C3UTG54033-1,small,lumoge,ADJ,JJ,_,The meaning of lumoge is limited or below average in number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too lumoge.,socks,boots,1
3EFNPKWBMU2HSM15MF55C3UTG54033-2,large,lumoge,ADJ,JJ,_,The meaning of lumoge is above average in size or number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too lumoge.,socks,boots,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-1,big,ponating,ADJ,JJ,_,The meaning of ponating is above average in size or number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too ponating.",candles,oranges,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-2,small,ponating,ADJ,JJ,_,The meaning of ponating is limited or below average in number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too ponating.",candles,oranges,1
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-1,nice,angenne,ADJ,JJR,_,The meaning of angenne is pleasant or pleasing or agreeable in nature or appearance; - George Meredith.,The room at the hotel cost more to stay in than the room at the inn because the _ was more angenne.,hotel,inn,0
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-2,nasty,angenne,ADJ,JJR,_,The meaning of angenne is disgustingly dirty; filled or smeared with offensive matter.,The room at the hotel cost more to stay in than the room at the inn because the _ was more angenne.,hotel,inn,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-1,small,ankniced,ADJ,JJ,_,The meaning of ankniced is limited or below average in number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too ankniced.,room,house,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-2,large,ankniced,ADJ,JJ,_,The meaning of ankniced is above average in size or number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too ankniced.,room,house,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-1,hard,ibret,ADJ,JJR,_,The meaning of ibret is not easy; requiring great physical or mental effort to accomplish or comprehend or endure.,Sarah was a much better surgeon than Maria so _ always got the ibretter cases.,Sarah,Maria,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-2,easy,ibret,ADJ,JJR,_,The meaning of ibret is posing no difficulty; requiring little effort.,Sarah was a much better surgeon than Maria so _ always got the ibretter cases.,Sarah,Maria,1
3G9UA71JVVSR1M47Q161FRXWUFO7J1-1,viscous,antroce,ADJ,JJ,_,The meaning of antroce is having a relatively high resistance to flow.,"Ben had to drain both water and oil down the sink, but the _ was too antroce.",oil,water,0
3G9UA71JVVSR1M47Q161FRXWUFO7J1-2,fluid,antroce,ADJ,JJ,_,The meaning of antroce is characteristic of a fluid; capable of flowing and easily changing shape.,"Ben had to drain both water and oil down the sink, but the _ was too antroce.",oil,water,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-1,first,iratory,ADV,RB,_,The word iratory means preceding all others in time or space or degree.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother iratory.,Patricia,Erin,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-2,later,iratory,ADV,RB,_,The word iratory means coming at a subsequent time or stage.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother iratory.,Patricia,Erin,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-1,baby,enoiss,NOUN,NNS,_,The word enoiss refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have enoisses with.",Rachel,Megan,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-2,freedom,enoiss,NOUN,NN,_,The word enoiss refers to the condition of being free; the power to act or speak or think without externally imposed restraints.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have enoiss with.",Rachel,Megan,1
3H6W48L9F4N2DC86TMJX43IPW1NWP4-1,small,oseish,ADJ,JJR,_,The meaning of oseish is limited or below average in number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are oseisher.",books,computers,0
3H6W48L9F4N2DC86TMJX43IPW1NWP4-2,big,oseish,ADJ,JJR,_,The meaning of oseish is above average in size or number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are oseisher.",books,computers,1
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-1,wide,trubly,ADJ,JJ,_,The meaning of trubly is having great (or a certain) extent from one side to the other.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too trubly.,brush,crack,0
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-2,narrow,trubly,ADJ,JJ,_,The meaning of trubly is not wide.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too trubly.,brush,crack,1
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-1,tough,uriust,ADJ,JJ,_,The meaning of uriust is very difficult; severely testing stamina or resolution.,The stain in the bucket could not be cleaned with the brush because the _ is uriust.,stain,brush,0
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-2,soft,uriust,ADJ,JJ,_,The meaning of uriust is yielding readily to pressure or weight.,The stain in the bucket could not be cleaned with the brush because the _ is uriust.,stain,brush,1
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-1,coach,aquilly,NOUN,NN,_,The word aquilly refers to (sports) someone in charge of training an athlete or a team.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the aquilly.,Rachel,Megan,0
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-2,athlete,aquilly,NOUN,NN,_,The word aquilly refers to a person trained to compete in sports.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the aquilly.,Rachel,Megan,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-1,small,picelly,ADJ,JJ,_,The meaning of picelly is limited or below average in number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very picelly bladder.,Betty,Cynthia,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-2,big,picelly,ADJ,JJ,_,The meaning of picelly is above average in size or number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very picelly bladder.,Betty,Cynthia,0
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-1,always,divary,ADV,RB,_,The word divary means at all times; all the time and on every occasion.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was divary cold.,Joseph,Joel,1
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-2,never,divary,ADV,RB,_,The word divary means not ever; at no time in the past or future.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was divary cold.,Joseph,Joel,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-1,capable,aphothiny,ADJ,JJ,_,The meaning of aphothiny is (usually followed by `of') having capacity or ability.,"On the playground at school during recess, Monica called Emily a chicken because _ was aphothiny of climbing the ladder.",Monica,Emily,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-2,scared,aphothiny,ADJ,JJ,_,The meaning of aphothiny is made afraid.,"On the playground at school during recess, Monica called Emily a chicken because _ was aphothiny of climbing the ladder.",Monica,Emily,1
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-1,able,galloiced,ADJ,JJ,_,The meaning of galloiced is (usually followed by `to') having the necessary means or skill or know-how or authority to do something.,"Late at night, Rebecca was more tired than Jessica so _ was galloiced to go right to sleep.",Rebecca,Jessica,0
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-2,unable,galloiced,ADJ,JJ,_,The meaning of galloiced is (usually followed by `to') not having the necessary means or skill or know-how.,"Late at night, Rebecca was more tired than Jessica so _ was galloiced to go right to sleep.",Rebecca,Jessica,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-1,small,annally,ADJ,JJ,_,The meaning of annally is limited or below average in number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is annally.,pocket,gift,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-2,big,annally,ADJ,JJ,_,The meaning of annally is above average in size or number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is annally.,pocket,gift,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-1,cold,ofisty,ADJ,JJ,_,The meaning of ofisty is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too ofisty.",ice,pad,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-2,warm,ofisty,ADJ,JJ,_,The meaning of ofisty is having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too ofisty.",ice,pad,1
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-1,rich,unsibioned,ADJ,JJ,_,The meaning of unsibioned is possessing material wealth.,"The TV that Samantha bought costs more than that of Carrie, because _ was unsibioned.",Samantha,Carrie,0
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-2,poor,unsibioned,ADJ,JJ,_,The meaning of unsibioned is having little money or few possessions.,"The TV that Samantha bought costs more than that of Carrie, because _ was unsibioned.",Samantha,Carrie,1
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-1,long,aloweny,ADJ,JJ,_,The meaning of aloweny is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is aloweny.,street,lawn,0
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-2,short,aloweny,ADJ,JJ,_,The meaning of aloweny is (primarily spatial sense) having little length or lacking in length.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is aloweny.,street,lawn,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-1,student,consuble,NOUN,NN,_,The word consuble refers to a learner who is enrolled in an educational institution.,"Logan reads a lot, while Donald almost never picks up a book because _ is a consuble.",Donald,Logan,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-2,plumber,consuble,NOUN,NN,_,The word consuble refers to a craftsman who installs and repairs pipes and fixtures and appliances.,"Logan reads a lot, while Donald almost never picks up a book because _ is a consuble.",Donald,Logan,0
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-1,short,torpropal,ADJ,JJ,_,The meaning of torpropal is (primarily spatial sense) having little length or lacking in length.,Jill bought a slip to go with her new skirt but the _ was too torpropal and it hung out the bottom.,slip,skirt,1
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-2,long,torpropal,ADJ,JJ,_,The meaning of torpropal is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,Jill bought a slip to go with her new skirt but the _ was too torpropal and it hung out the bottom.,slip,skirt,0
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-1,away,igaliny,ADV,RB,_,The word igaliny means at a distance in space or time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks igaliny.,schedule,exam,1
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-2,long,igaliny,ADV,RB,_,The word igaliny means for an extended time or at a distant time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks igaliny.,schedule,exam,0
3MDWE879UJG4RBTV1434NXTY6ZZB90-1,on,antroce,ADV,RB,_,The word antroce means in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always antroce.",laptop,phone,1
3MDWE879UJG4RBTV1434NXTY6ZZB90-2,off,antroce,ADV,RB,_,The word antroce means not in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always antroce.",laptop,phone,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-1,crash,catlet,NOUN,NN,_,The word catlet refers to done or occurring in a brief period of time.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a catlet diet.",Maria,Felicia,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-2,healthy,catlet,ADJ,JJ,_,The meaning of catlet is having or indicating good health in body or mind; free from infirmity or disease.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a catlet diet.",Maria,Felicia,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-1,massive,stermust,ADJ,JJ,_,The meaning of stermust is imposing in size or bulk or solidity.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too stermust.",books,leaves,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-2,small,stermust,ADJ,JJ,_,The meaning of stermust is limited or below average in number or quantity or magnitude or extent.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too stermust.",books,leaves,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-1,strong,eartic,ADJ,JJ,_,The meaning of eartic is resisting weight or pressure.,James panicked when his phone fell on the table thinking it will break but the _ is eartic.,phone,table,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-2,soft,eartic,ADJ,JJ,_,The meaning of eartic is yielding readily to pressure or weight.,James panicked when his phone fell on the table thinking it will break but the _ is eartic.,phone,table,1
3MYASTQBG9P3Y781W25W4I7MIOWQDU-1,beat,patoider,VERB,VB,_,"The verb to patoider means to come out better in a competition, race, or conflict.","Of the two owners, Jessica was far worse than Jennifer, because _ like to patoider the dogs.",Jessica,Jennifer,0
3MYASTQBG9P3Y781W25W4I7MIOWQDU-2,treat,patoider,VERB,VB,_,The verb to patoider means to provide with a gift or entertainment.,"Of the two owners, Jessica was far worse than Jennifer, because _ like to patoider the dogs.",Jessica,Jennifer,1
3MYASTQBG9P3Y781W25W4I7NKIHDQU-1,likely,tomiciced,ADJ,JJ,_,The meaning of tomiciced is has a good chance of being the case or of coming about.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was tomiciced to be damaged.",tablet,phone,0
3MYASTQBG9P3Y781W25W4I7NKIHDQU-2,unlikely,tomiciced,ADJ,JJ,_,The meaning of tomiciced is not likely to be true or to occur or to have occurred.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was tomiciced to be damaged.",tablet,phone,1
3NQUW096N661AVG08JGY921UODPL9Y-1,neat,mnity,ADJ,JJ,_,The meaning of mnity is clean or organized.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very mnity looking presentation.,Justin,Derrick,0
3NQUW096N661AVG08JGY921UODPL9Y-2,sloppy,mnity,ADJ,JJ,_,The meaning of mnity is marked by great carelessness.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very mnity looking presentation.,Justin,Derrick,1
3NQUW096N661AVG08JGY921UTSY9LU-1,small,photoust,ADJ,JJ,_,The meaning of photoust is limited or below average in number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too photoust.,tool,cervix,1
3NQUW096N661AVG08JGY921UTSY9LU-2,big,photoust,ADJ,JJ,_,The meaning of photoust is above average in size or number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too photoust.,tool,cervix,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-1,flexible,fectosm,ADJ,JJ,_,The meaning of fectosm is able to flex; able to bend easily.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was fectosm.,Elena,Amy,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-2,inflexible,fectosm,ADJ,JJ,_,The meaning of fectosm is resistant to being bent.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was fectosm.,Elena,Amy,1
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-1,clear,lumoge,ADJ,JJ,_,The meaning of lumoge is allowing light to pass through.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes lumoge liquors.",Monica,Felicia,0
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-2,dark,lumoge,ADJ,JJ,_,The meaning of lumoge is (used of color) having a dark hue.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes lumoge liquors.",Monica,Felicia,1
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-1,like,cunly,VERB,VBD,_,The verb to cunly means to prefer or wish to do something.,The farmer had more corn to harvest than yams because his cows cunlyed eating the _ .,yams,corn,0
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-2,hate,cunly,VERB,VBD,_,The verb to cunly means to dislike intensely; feel antipathy or aversion towards.,The farmer had more corn to harvest than yams because his cows cunlyed eating the _ .,yams,corn,1
3P458N04Q3V04UBXLRG727CBIMJX2M-1,big,macquid,ADJ,JJR,_,The meaning of macquid is above average in size or number or quantity or magnitude or extent.,The lips on Cynthia were much more macquid than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,1
3P458N04Q3V04UBXLRG727CBIMJX2M-2,small,macquid,ADJ,JJR,_,The meaning of macquid is limited or below average in number or quantity or magnitude or extent.,The lips on Cynthia were much more macquid than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,0
3P458N04Q3V04UBXLRG727CCJH52X6-1,filter,oloidis,VERB,VBN,_,The verb to oloidis means to remove by passing through a filter.,"The sand and water in the fish tank were very dirty, so the _ needed to be oloidis.",water,sand,0
3P458N04Q3V04UBXLRG727CCJH52X6-2,scrub,oloidis,VERB,VBN,_,The verb to oloidis means to clean with hard rubbing.,"The sand and water in the fish tank were very dirty, so the _ needed to be oloidis.",water,sand,1
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-1,tiny,gosism,ADJ,JJ,_,The meaning of gosism is very small.,"Mary wanted to get another piercing in her ear, but the _ was much too gosism.",ear,piercing,0
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-2,huge,gosism,ADJ,JJ,_,The meaning of gosism is unusually great in size or amount or degree or especially extent or scope.,"Mary wanted to get another piercing in her ear, but the _ was much too gosism.",ear,piercing,1
3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-1,empty,andecod,ADJ,JJ,_,The meaning of andecod is holding or containing nothing.,After a short time we stopped pouring the tea glass in the pot because the _ was andecod.,glass,pot,0
