3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,hard,ADJ,JJ,_,The meaning of hard is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was hard.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,hot,ADJ,JJ,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was hot.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was soft.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,unemployed,ADJ,JJ,_,The meaning of unemployed is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently unemployed.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,work,VERB,VBG,_,The verb to work means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently working.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is small.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is big.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,smooth,ADJ,JJ,_,The meaning of smooth is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was smooth.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,rough,ADJ,JJ,_,The meaning of rough is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was rough.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,right,ADJ,JJ,_,The meaning of right is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the right size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,wrong,ADJ,JJ,_,The meaning of wrong is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the wrong size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,attend,VERB,VB,_,"The verb to attend means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to attend.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,judge,VERB,VB,_,The verb to judge means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to judge.",Samantha,Christine,0
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-1,deep,deep,ADJ,JJ,_,The meaning of deep is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"the water poured freely into the hole until it disappeared , the _ was deep.",water,hole,1
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-2,little,little,ADJ,JJ,_,The meaning of little is limited or below average in number or quantity or magnitude or extent.,"the water poured freely into the hole until it disappeared , the _ was little.",water,hole,0
3CO05SML7XJ9BOM7X561U1X8KAKR0C-1,low,low,ADJ,JJ,_,The meaning of low is less than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in low demand.,bowls,platters,1
3CO05SML7XJ9BOM7X561U1X8KAKR0C-2,high,high,ADJ,JJ,_,The meaning of high is greater than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in high demand.,bowls,platters,0
3CRWSLD91K2ON02RAK0V65B8OXWOMD-1,tiny,tiny,ADJ,JJ,_,The meaning of tiny is very small.,I did not see the sign on the billboard on the highway because the _ was too tiny.,billboard,sign,1
3CRWSLD91K2ON02RAK0V65B8OXWOMD-2,huge,huge,ADJ,JJ,_,The meaning of huge is unusually great in size or amount or degree or especially extent or scope.,I did not see the sign on the billboard on the highway because the _ was too huge.,billboard,sign,0
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-1,loose,loose,ADJ,JJ,_,The meaning of loose is not tight; not closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too loose.,underwear,toga,1
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-2,tight,tight,ADJ,JJ,_,The meaning of tight is closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too tight.,underwear,toga,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-1,eat,eat,VERB,VBG,_,The verb to eat means to take in solid food.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished eating their breakfast.",Craig,Dennis,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-2,drink,drink,VERB,VBG,_,The verb to drink means to take in liquids.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.",Craig,Dennis,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-1,much,much,ADJ,JJ,_,The meaning of much is (quantifier used with mass nouns) great in quantity or degree or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too much.",strength,work,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-2,little,little,ADJ,JJ,_,The meaning of little is limited or below average in number or quantity or magnitude or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too little.",strength,work,0
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-1,loud,loud,ADJ,JJR,_,The meaning of loud is characterized by or producing sound of great volume or intensity.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was louder in the _ .,bedroom,kitchen,1
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-2,soft,soft,ADJ,JJR,_,The meaning of soft is (of sound) relatively low in volume.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was softer in the _ .,bedroom,kitchen,0
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-1,dark,dark,ADJ,JJR,_,The meaning of dark is (used of color) having a dark hue.,The stain was darker on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,1
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-2,light,light,ADJ,JJR,_,The meaning of light is (used of color) having a relatively small amount of coloring agent.,The stain was lighter on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-1,sun,sun,NOUN,NN,_,The word sun refers to the rays of the sun.,The clothing in the north was warmer than the clothing in the south because there was more sun in the _ .,south,north,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-2,snow,snow,NOUN,NN,_,The word snow refers to precipitation falling from clouds in the form of ice crystals.,The clothing in the north was warmer than the clothing in the south because there was more snow in the _ .,south,north,1
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-1,wither,wither,VERB,VBG,_,"The verb to wither means to wither, as with a loss of moisture.","When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a withering look.",Benjamin,Adam,0
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-2,sympathetic,sympathetic,ADJ,JJ,_,The meaning of sympathetic is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a sympathetic look.",Benjamin,Adam,1
3EFNPKWBMU2HSM15MF55C3UTG54033-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too small.,socks,boots,1
3EFNPKWBMU2HSM15MF55C3UTG54033-2,large,large,ADJ,JJ,_,The meaning of large is above average in size or number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too large.,socks,boots,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-1,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too big.",candles,oranges,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too small.",candles,oranges,1
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-1,nice,nice,ADJ,JJR,_,The meaning of nice is pleasant or pleasing or agreeable in nature or appearance; - George Meredith.,The room at the hotel cost more to stay in than the room at the inn because the _ was nicer.,hotel,inn,0
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-2,nasty,nasty,ADJ,JJR,_,The meaning of nasty is disgustingly dirty; filled or smeared with offensive matter.,The room at the hotel cost more to stay in than the room at the inn because the _ was nastier.,hotel,inn,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too small.,room,house,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-2,large,large,ADJ,JJ,_,The meaning of large is above average in size or number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too large.,room,house,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-1,hard,hard,ADJ,JJR,_,The meaning of hard is not easy; requiring great physical or mental effort to accomplish or comprehend or endure.,Sarah was a much better surgeon than Maria so _ always got the harder cases.,Sarah,Maria,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-2,easy,easy,ADJ,JJR,_,The meaning of easy is posing no difficulty; requiring little effort.,Sarah was a much better surgeon than Maria so _ always got the easier cases.,Sarah,Maria,1
3G9UA71JVVSR1M47Q161FRXWUFO7J1-1,viscous,viscous,ADJ,JJ,_,The meaning of viscous is having a relatively high resistance to flow.,"Ben had to drain both water and oil down the sink, but the _ was too viscous.",oil,water,0
3G9UA71JVVSR1M47Q161FRXWUFO7J1-2,fluid,fluid,ADJ,JJ,_,The meaning of fluid is characteristic of a fluid; capable of flowing and easily changing shape.,"Ben had to drain both water and oil down the sink, but the _ was too fluid.",oil,water,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-1,first,first,ADV,RB,_,The word first means preceding all others in time or space or degree.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother first.,Patricia,Erin,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-2,later,later,ADV,RB,_,The word later means coming at a subsequent time or stage.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother later.,Patricia,Erin,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-1,baby,baby,NOUN,NNS,_,The word baby refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have babies with.",Rachel,Megan,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-2,freedom,freedom,NOUN,NN,_,The word freedom refers to the condition of being free; the power to act or speak or think without externally imposed restraints.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have freedom with.",Rachel,Megan,1
3H6W48L9F4N2DC86TMJX43IPW1NWP4-1,small,small,ADJ,JJR,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are smaller.",books,computers,0
3H6W48L9F4N2DC86TMJX43IPW1NWP4-2,big,big,ADJ,JJR,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are bigger.",books,computers,1
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-1,wide,wide,ADJ,JJ,_,The meaning of wide is having great (or a certain) extent from one side to the other.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too wide.,brush,crack,0
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-2,narrow,narrow,ADJ,JJ,_,The meaning of narrow is not wide.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too narrow.,brush,crack,1
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-1,tough,tough,ADJ,JJ,_,The meaning of tough is very difficult; severely testing stamina or resolution.,The stain in the bucket could not be cleaned with the brush because the _ is tough.,stain,brush,0
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,The stain in the bucket could not be cleaned with the brush because the _ is soft.,stain,brush,1
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-1,coach,coach,NOUN,NN,_,The word coach refers to (sports) someone in charge of training an athlete or a team.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the coach.,Rachel,Megan,0
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-2,athlete,athlete,NOUN,NN,_,The word athlete refers to a person trained to compete in sports.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the athlete.,Rachel,Megan,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very small bladder.,Betty,Cynthia,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very big bladder.,Betty,Cynthia,0
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-1,always,always,ADV,RB,_,The word always means at all times; all the time and on every occasion.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was always cold.,Joseph,Joel,1
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-2,never,never,ADV,RB,_,The word never means not ever; at no time in the past or future.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was never cold.,Joseph,Joel,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-1,capable,capable,ADJ,JJ,_,The meaning of capable is (usually followed by `of') having capacity or ability.,"On the playground at school during recess, Monica called Emily a chicken because _ was capable of climbing the ladder.",Monica,Emily,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-2,scared,scared,ADJ,JJ,_,The meaning of scared is made afraid.,"On the playground at school during recess, Monica called Emily a chicken because _ was scared of climbing the ladder.",Monica,Emily,1
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-1,able,able,ADJ,JJ,_,The meaning of able is (usually followed by `to') having the necessary means or skill or know-how or authority to do something.,"Late at night, Rebecca was more tired than Jessica so _ was able to go right to sleep.",Rebecca,Jessica,0
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-2,unable,unable,ADJ,JJ,_,The meaning of unable is (usually followed by `to') not having the necessary means or skill or know-how.,"Late at night, Rebecca was more tired than Jessica so _ was unable to go right to sleep.",Rebecca,Jessica,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is small.,pocket,gift,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is big.,pocket,gift,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-1,cold,cold,ADJ,JJ,_,The meaning of cold is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too cold.",ice,pad,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-2,warm,warm,ADJ,JJ,_,The meaning of warm is having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too warm.",ice,pad,1
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-1,rich,rich,ADJ,JJ,_,The meaning of rich is possessing material wealth.,"The TV that Samantha bought costs more than that of Carrie, because _ was rich.",Samantha,Carrie,0
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-2,poor,poor,ADJ,JJ,_,The meaning of poor is having little money or few possessions.,"The TV that Samantha bought costs more than that of Carrie, because _ was poor.",Samantha,Carrie,1
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-1,long,long,ADJ,JJ,_,The meaning of long is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is long.,street,lawn,0
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-2,short,short,ADJ,JJ,_,The meaning of short is (primarily spatial sense) having little length or lacking in length.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is short.,street,lawn,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-1,student,student,NOUN,NN,_,The word student refers to a learner who is enrolled in an educational institution.,"Logan reads a lot, while Donald almost never picks up a book because _ is a student.",Donald,Logan,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-2,plumber,plumber,NOUN,NN,_,The word plumber refers to a craftsman who installs and repairs pipes and fixtures and appliances.,"Logan reads a lot, while Donald almost never picks up a book because _ is a plumber.",Donald,Logan,0
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-1,short,short,ADJ,JJ,_,The meaning of short is (primarily spatial sense) having little length or lacking in length.,Jill bought a slip to go with her new skirt but the _ was too short and it hung out the bottom.,slip,skirt,1
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-2,long,long,ADJ,JJ,_,The meaning of long is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,Jill bought a slip to go with her new skirt but the _ was too long and it hung out the bottom.,slip,skirt,0
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-1,away,away,ADV,RB,_,The word away means at a distance in space or time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks away.,schedule,exam,1
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-2,long,long,ADV,RB,_,The word long means for an extended time or at a distant time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks long.,schedule,exam,0
3MDWE879UJG4RBTV1434NXTY6ZZB90-1,on,on,ADV,RB,_,The word on means in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always on.",laptop,phone,1
3MDWE879UJG4RBTV1434NXTY6ZZB90-2,off,off,ADV,RB,_,The word off means not in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always off.",laptop,phone,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-1,crash,crash,NOUN,NN,_,The word crash refers to done or occurring in a brief period of time.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a crash diet.",Maria,Felicia,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-2,healthy,healthy,ADJ,JJ,_,The meaning of healthy is having or indicating good health in body or mind; free from infirmity or disease.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a healthy diet.",Maria,Felicia,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-1,massive,massive,ADJ,JJ,_,The meaning of massive is imposing in size or bulk or solidity.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too massive.",books,leaves,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too small.",books,leaves,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-1,strong,strong,ADJ,JJ,_,The meaning of strong is resisting weight or pressure.,James panicked when his phone fell on the table thinking it will break but the _ is strong.,phone,table,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,James panicked when his phone fell on the table thinking it will break but the _ is soft.,phone,table,1
3MYASTQBG9P3Y781W25W4I7MIOWQDU-1,beat,beat,VERB,VB,_,"The verb to beat means to come out better in a competition, race, or conflict.","Of the two owners, Jessica was far worse than Jennifer, because _ like to beat the dogs.",Jessica,Jennifer,0
3MYASTQBG9P3Y781W25W4I7MIOWQDU-2,treat,treat,VERB,VB,_,The verb to treat means to provide with a gift or entertainment.,"Of the two owners, Jessica was far worse than Jennifer, because _ like to treat the dogs.",Jessica,Jennifer,1
3MYASTQBG9P3Y781W25W4I7NKIHDQU-1,likely,likely,ADJ,JJ,_,The meaning of likely is has a good chance of being the case or of coming about.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was likely to be damaged.",tablet,phone,0
3MYASTQBG9P3Y781W25W4I7NKIHDQU-2,unlikely,unlikely,ADJ,JJ,_,The meaning of unlikely is not likely to be true or to occur or to have occurred.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was unlikely to be damaged.",tablet,phone,1
3NQUW096N661AVG08JGY921UODPL9Y-1,neat,neat,ADJ,JJ,_,The meaning of neat is clean or organized.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very neat looking presentation.,Justin,Derrick,0
3NQUW096N661AVG08JGY921UODPL9Y-2,sloppy,sloppy,ADJ,JJ,_,The meaning of sloppy is marked by great carelessness.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very sloppy looking presentation.,Justin,Derrick,1
3NQUW096N661AVG08JGY921UTSY9LU-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too small.,tool,cervix,1
3NQUW096N661AVG08JGY921UTSY9LU-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too big.,tool,cervix,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-1,flexible,flexible,ADJ,JJ,_,The meaning of flexible is able to flex; able to bend easily.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was flexible.,Elena,Amy,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-2,inflexible,inflexible,ADJ,JJ,_,The meaning of inflexible is resistant to being bent.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was inflexible.,Elena,Amy,1
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-1,clear,clear,ADJ,JJ,_,The meaning of clear is allowing light to pass through.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes clear liquors.",Monica,Felicia,0
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-2,dark,dark,ADJ,JJ,_,The meaning of dark is (used of color) having a dark hue.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes dark liquors.",Monica,Felicia,1
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-1,like,like,VERB,VBD,_,The verb to like means to prefer or wish to do something.,The farmer had more corn to harvest than yams because his cows liked eating the _ .,yams,corn,0
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-2,hate,hate,VERB,VBD,_,The verb to hate means to dislike intensely; feel antipathy or aversion towards.,The farmer had more corn to harvest than yams because his cows hated eating the _ .,yams,corn,1
3P458N04Q3V04UBXLRG727CBIMJX2M-1,big,big,ADJ,JJR,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,The lips on Cynthia were much bigger than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,1
3P458N04Q3V04UBXLRG727CBIMJX2M-2,small,small,ADJ,JJR,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,The lips on Cynthia were much smaller than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,0
3P458N04Q3V04UBXLRG727CCJH52X6-1,filter,filter,VERB,VBN,_,The verb to filter means to remove by passing through a filter.,"The sand and water in the fish tank were very dirty, so the _ needed to be filtered.",water,sand,0
3P458N04Q3V04UBXLRG727CCJH52X6-2,scrub,scrub,VERB,VBN,_,The verb to scrub means to clean with hard rubbing.,"The sand and water in the fish tank were very dirty, so the _ needed to be scrubbed.",water,sand,1
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-1,tiny,tiny,ADJ,JJ,_,The meaning of tiny is very small.,"Mary wanted to get another piercing in her ear, but the _ was much too tiny.",ear,piercing,0
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-2,huge,huge,ADJ,JJ,_,The meaning of huge is unusually great in size or amount or degree or especially extent or scope.,"Mary wanted to get another piercing in her ear, but the _ was much too huge.",ear,piercing,1
3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-1,empty,empty,ADJ,JJ,_,The meaning of empty is holding or containing nothing.,After a short time we stopped pouring the tea glass in the pot because the _ was empty.,glass,pot,0
3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-2,full,full,ADJ,JJ,_,The meaning of full is containing as much or as many as is possible or normal.,After a short time we stopped pouring the tea glass in the pot because the _ was full.,glass,pot,1
3Q2T3FD0ON6Z1B95RMG3I2DXT753M4-1,fill,fill,VERB,VBN,_,"The verb to fill means to make full, also in a metaphorical sense.","In order to grow his plants naturally, he bought fertilizer and water. The _ was filled with nutrients.",water,fertilizer,1
3Q2T3FD0ON6Z1B95RMG3I2DXT753M4-2,lack,lack,VERB,VBG,_,The verb to lack means to be without.,"In order to grow his plants naturally, he bought fertilizer and water. The _ was lacking with nutrients.",water,fertilizer,0
3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-1,send,send,VERB,VBD,_,The verb to send means to transfer.,"The apartment Brett rented was owned by Jason, so _ sent the rent for the apartment each month.",Brett,Jason,0
3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-2,receive,receive,VERB,VBD,_,The verb to receive means to get something; come into possession of.,"The apartment Brett rented was owned by Jason, so _ received the rent for the apartment each month.",Brett,Jason,1
3QO7EE372Q1AJAAHI6EQ9SJMFT7BQB-1,need,need,VERB,VBD,_,The verb to need means to have or feel a need for.,"Victoria was eager to make the big sale to Sarah , as _ needed the money that day.",Sarah,Victoria,1
3QO7EE372Q1AJAAHI6EQ9SJMFT7BQB-2,have,have,VERB,VBD,_,"The verb to have means to have or possess, either in a concrete or an abstract sense.","Victoria was eager to make the big sale to Sarah , as _ had the money that day.",Sarah,Victoria,0
3QQUBC64ZECHZR1JNC2R2XR15U8NXK-1,forget,forget,VERB,VBG,_,The verb to forget means to dismiss from the mind; stop remembering.,Lindsey has dark lips unlike Elena due to _ forgetting to put on chapsticks at night.,Lindsey,Elena,0
3QQUBC64ZECHZR1JNC2R2XR15U8NXK-2,remember,remember,VERB,VBG,_,The verb to remember means to keep in mind for attention or consideration.,Lindsey has dark lips unlike Elena due to _ remembering to put on chapsticks at night.,Lindsey,Elena,1
3QREJ3J435B0LGYYWEJNR93JT8GLKO-1,dry,dry,ADJ,JJ,_,The meaning of dry is free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet.,"She watered the rose but not the cactus, because the soil of the _ was already dry.",cactus,rose,1
3QREJ3J435B0LGYYWEJNR93JT8GLKO-2,wet,wet,ADJ,JJ,_,The meaning of wet is covered or soaked with a liquid such as water.,"She watered the rose but not the cactus, because the soil of the _ was already wet.",cactus,rose,0
3QREJ3J435B0LGYYWEJNR93JUMBLKC-1,tall,tall,ADJ,JJR,_,The meaning of tall is great in vertical dimension; high in stature.,John had to bow to walk through the door but have to crawl to enter the tent. The _ is taller.,door,tent,0
3QREJ3J435B0LGYYWEJNR93JUMBLKC-2,short,short,ADJ,JJR,_,The meaning of short is low in stature; not tall.,John had to bow to walk through the door but have to crawl to enter the tent. The _ is shorter.,door,tent,1
