39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,rousnet,VERB,VBD,_,The verb to rousnet means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ rousnet the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,rousnet,VERB,VBD,_,The verb to rousnet means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ rousnet the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,olike,ADJ,JJR,_,The meaning of olike is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is oliker.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,olike,ADJ,JJR,_,The meaning of olike is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is oliker.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,remony,ADJ,JJ,_,The meaning of remony is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was remony.,stone,bark,1
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,remony,ADJ,JJ,_,The meaning of remony is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was remony.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,rousnet,ADJ,JJ,_,The meaning of rousnet is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was rousnet.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,rousnet,ADJ,JJ,_,The meaning of rousnet is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was rousnet.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,ortutty,ADJ,JJ,_,The meaning of ortutty is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently ortutty.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,ortut,VERB,VBG,_,The verb to ortut means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently ortutting.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,irdian,ADJ,JJ,_,The meaning of irdian is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is irdian.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,irdian,ADJ,JJ,_,The meaning of irdian is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is irdian.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,leripy,ADJ,JJ,_,The meaning of leripy is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was leripy.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,leripy,ADJ,JJ,_,The meaning of leripy is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was leripy.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,dispy,ADJ,JJ,_,The meaning of dispy is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the dispy size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,dispy,ADJ,JJ,_,The meaning of dispy is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the dispy size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,unpaly,VERB,VB,_,"The verb to unpaly means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to unpaly.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,unpaly,VERB,VB,_,The verb to unpaly means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to unpaly.",Samantha,Christine,0
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-1,deep,icat,ADJ,JJ,_,The meaning of icat is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"the water poured freely into the hole until it disappeared , the _ was icat.",water,hole,1
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-2,little,icat,ADJ,JJ,_,The meaning of icat is limited or below average in number or quantity or magnitude or extent.,"the water poured freely into the hole until it disappeared , the _ was icat.",water,hole,0
3CO05SML7XJ9BOM7X561U1X8KAKR0C-1,low,ouske,ADJ,JJ,_,The meaning of ouske is less than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in ouske demand.,bowls,platters,1
3CO05SML7XJ9BOM7X561U1X8KAKR0C-2,high,ouske,ADJ,JJ,_,The meaning of ouske is greater than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in ouske demand.,bowls,platters,0
3CRWSLD91K2ON02RAK0V65B8OXWOMD-1,tiny,lotal,ADJ,JJ,_,The meaning of lotal is very small.,I did not see the sign on the billboard on the highway because the _ was too lotal.,billboard,sign,1
3CRWSLD91K2ON02RAK0V65B8OXWOMD-2,huge,lotal,ADJ,JJ,_,The meaning of lotal is unusually great in size or amount or degree or especially extent or scope.,I did not see the sign on the billboard on the highway because the _ was too lotal.,billboard,sign,0
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-1,loose,racted,ADJ,JJ,_,The meaning of racted is not tight; not closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too racted.,underwear,toga,1
3CVBMEMMXBEVAG9H213G3EHHHJ57H9-2,tight,racted,ADJ,JJ,_,The meaning of racted is closely constrained or constricted or constricting.,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too racted.,underwear,toga,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-1,eat,ametic,VERB,VBG,_,The verb to ametic means to take in solid food.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished ameticking their breakfast.",Craig,Dennis,0
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-2,drink,ametic,VERB,VBG,_,The verb to ametic means to take in liquids.,"Craig had cereal for breakfast while Dennis had a shake, so _ finished ameticking their breakfast.",Craig,Dennis,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-1,much,ungery,ADJ,JJ,_,The meaning of ungery is (quantifier used with mass nouns) great in quantity or degree or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too ungery.",strength,work,1
3D06DR5225HZLW8Q01VD5AR3ZF6AMC-2,little,ungery,ADJ,JJ,_,The meaning of ungery is limited or below average in number or quantity or magnitude or extent.,"They had to eat a lot to gain the strength they had lost and be able to work, the _ was too ungery.",strength,work,0
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-1,loud,rader,ADJ,JJR,_,The meaning of rader is characterized by or producing sound of great volume or intensity.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was raderrer in the _ .,bedroom,kitchen,1
3DGDV62G7QNVVL96Z06Q8UQ9IXS2P9-2,soft,rader,ADJ,JJR,_,The meaning of rader is (of sound) relatively low in volume.,The dog ran into the bedroom during the rainstorm while we stayed in the kitchen because the rain was raderrer in the _ .,bedroom,kitchen,0
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-1,dark,terty,ADJ,JJR,_,The meaning of terty is (used of color) having a dark hue.,The stain was tertier on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,1
3DW3BNF1GJWJMK8R1TOQODSTODY8VW-2,light,terty,ADJ,JJR,_,The meaning of terty is (used of color) having a relatively small amount of coloring agent.,The stain was tertier on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Donald,Jason,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-1,sun,elike,NOUN,NN,_,The word elike refers to the rays of the sun.,The clothing in the north was warmer than the clothing in the south because there was more elike in the _ .,south,north,0
3E6L1VR4XY07M93D8ZMOMDTGUKCF6D-2,snow,elike,NOUN,NN,_,The word elike refers to precipitation falling from clouds in the form of ice crystals.,The clothing in the north was warmer than the clothing in the south because there was more elike in the _ .,south,north,1
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-1,wither,vingly,VERB,VBG,_,"The verb to vingly means to wither, as with a loss of moisture.","When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a vinglying look.",Benjamin,Adam,0
3EFNPKWBMSM2YX2Y2HT5K56KLP903W-2,sympathetic,vingly,ADJ,JJ,_,The meaning of vingly is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a vingly look.",Benjamin,Adam,1
3EFNPKWBMU2HSM15MF55C3UTG54033-1,small,ditral,ADJ,JJ,_,The meaning of ditral is limited or below average in number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too ditral.,socks,boots,1
3EFNPKWBMU2HSM15MF55C3UTG54033-2,large,ditral,ADJ,JJ,_,The meaning of ditral is above average in size or number or quantity or magnitude or extent.,I was wearing wool socks when I went to try on my new boots but I couldn't get them on because the _ were too ditral.,socks,boots,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-1,big,rousnet,ADJ,JJ,_,The meaning of rousnet is above average in size or number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too rousnet.",candles,oranges,0
3EHVO81VN5JHZUUFDLM724Q4EZ9H1U-2,small,rousnet,ADJ,JJ,_,The meaning of rousnet is limited or below average in number or quantity or magnitude or extent.,"We were making orange jack o lanterns and bought candles to put in the oranges, the candles did not fit. The _ were too rousnet.",candles,oranges,1
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-1,nice,urole,ADJ,JJR,_,The meaning of urole is pleasant or pleasing or agreeable in nature or appearance; - George Meredith.,The room at the hotel cost more to stay in than the room at the inn because the _ was uroler.,hotel,inn,0
3EHVO81VN7ZWTJTMXJY7U2ED30G1HX-2,nasty,urole,ADJ,JJR,_,The meaning of urole is disgustingly dirty; filled or smeared with offensive matter.,The room at the hotel cost more to stay in than the room at the inn because the _ was uroler.,hotel,inn,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-1,small,ameticed,ADJ,JJ,_,The meaning of ameticed is limited or below average in number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too ameticed.,room,house,1
3EN4YVUOUCQLG1AY8EAZ9QAKW4SJXP-2,large,ameticed,ADJ,JJ,_,The meaning of ameticed is above average in size or number or quantity or magnitude or extent.,The architect tried to build the room inside the house but the _ was too ameticed.,room,house,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-1,hard,monoust,ADJ,JJR,_,The meaning of monoust is not easy; requiring great physical or mental effort to accomplish or comprehend or endure.,Sarah was a much better surgeon than Maria so _ always got the more monoust cases.,Sarah,Maria,0
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-2,easy,monoust,ADJ,JJR,_,The meaning of monoust is posing no difficulty; requiring little effort.,Sarah was a much better surgeon than Maria so _ always got the more monoust cases.,Sarah,Maria,1
3G9UA71JVVSR1M47Q161FRXWUFO7J1-1,viscous,inoly,ADJ,JJ,_,The meaning of inoly is having a relatively high resistance to flow.,"Ben had to drain both water and oil down the sink, but the _ was too inoly.",oil,water,0
3G9UA71JVVSR1M47Q161FRXWUFO7J1-2,fluid,inoly,ADJ,JJ,_,The meaning of inoly is characteristic of a fluid; capable of flowing and easily changing shape.,"Ben had to drain both water and oil down the sink, but the _ was too inoly.",oil,water,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-1,first,rader,ADV,RB,_,The word rader means preceding all others in time or space or degree.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother rader.,Patricia,Erin,1
3GITHABACYJGYBYMZNHYC7X5N3M2NY-2,later,rader,ADV,RB,_,The word rader means coming at a subsequent time or stage.,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother rader.,Patricia,Erin,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-1,baby,stiliced,NOUN,NNS,_,The word stiliced refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have stiliced with.",Rachel,Megan,0
3H5TOKO3D9HIU47H4KE53B8HCOD460-2,freedom,stiliced,NOUN,NN,_,The word stiliced refers to the condition of being free; the power to act or speak or think without externally imposed restraints.,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have stiliced with.",Rachel,Megan,1
3H6W48L9F4N2DC86TMJX43IPW1NWP4-1,small,heing,ADJ,JJR,_,The meaning of heing is limited or below average in number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are heinger.",books,computers,0
3H6W48L9F4N2DC86TMJX43IPW1NWP4-2,big,heing,ADJ,JJR,_,The meaning of heing is above average in size or number or quantity or magnitude or extent.,"The library always had more books than computers, most likely because the _ are heinger.",books,computers,1
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-1,wide,lamid,ADJ,JJ,_,The meaning of lamid is having great (or a certain) extent from one side to the other.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too lamid.,brush,crack,0
3I4E7AFQ2KXEZK1E3492KNPEJBRTJ9-2,narrow,lamid,ADJ,JJ,_,The meaning of lamid is not wide.,Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too lamid.,brush,crack,1
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-1,tough,nobiced,ADJ,JJ,_,The meaning of nobiced is very difficult; severely testing stamina or resolution.,The stain in the bucket could not be cleaned with the brush because the _ is nobiced.,stain,brush,0
3IVEC1GSLRDSKPOCLJ1S6FURFLWJ1F-2,soft,nobiced,ADJ,JJ,_,The meaning of nobiced is yielding readily to pressure or weight.,The stain in the bucket could not be cleaned with the brush because the _ is nobiced.,stain,brush,1
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-1,coach,herinee,NOUN,NN,_,The word herinee refers to (sports) someone in charge of training an athlete or a team.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the herinee.,Rachel,Megan,0
3J06WJ78HPYHXW449MZ0GRC1ZBZVVO-2,athlete,herinee,NOUN,NN,_,The word herinee refers to a person trained to compete in sports.,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the herinee.,Rachel,Megan,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-1,small,andried,ADJ,JJ,_,The meaning of andried is limited or below average in number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very andried bladder.,Betty,Cynthia,1
3J5XXLQDHOPXLN2LPCTUXWKJA3DV3Q-2,big,andried,ADJ,JJ,_,The meaning of andried is above average in size or number or quantity or magnitude or extent.,Cynthia had to pee after one large coffee but Betty did not as _ had a very andried bladder.,Betty,Cynthia,0
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-1,always,osticed,ADV,RB,_,The word osticed means at all times; all the time and on every occasion.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was osticed cold.,Joseph,Joel,1
3JHB4BPSFK7C1SWD0OOUQO0O324Q9R-2,never,osticed,ADV,RB,_,The word osticed means not ever; at no time in the past or future.,Joel always liked to turn the heater up higher than Joseph did for the reason that _ was osticed cold.,Joseph,Joel,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-1,capable,derginy,ADJ,JJ,_,The meaning of derginy is (usually followed by `of') having capacity or ability.,"On the playground at school during recess, Monica called Emily a chicken because _ was derginy of climbing the ladder.",Monica,Emily,0
3JMQI2OLFZ331LW2WC1F8QO9KRVDNW-2,scared,derginy,ADJ,JJ,_,The meaning of derginy is made afraid.,"On the playground at school during recess, Monica called Emily a chicken because _ was derginy of climbing the ladder.",Monica,Emily,1
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-1,able,ellessy,ADJ,JJ,_,The meaning of ellessy is (usually followed by `to') having the necessary means or skill or know-how or authority to do something.,"Late at night, Rebecca was more tired than Jessica so _ was ellessy to go right to sleep.",Rebecca,Jessica,0
3JYPJ2TAYI602QMB3X9X0FWPWMSFPR-2,unable,ellessy,ADJ,JJ,_,The meaning of ellessy is (usually followed by `to') not having the necessary means or skill or know-how.,"Late at night, Rebecca was more tired than Jessica so _ was ellessy to go right to sleep.",Rebecca,Jessica,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-1,small,alnessy,ADJ,JJ,_,The meaning of alnessy is limited or below average in number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is alnessy.,pocket,gift,1
3K3IX1W4S85K0O4ACFZ5EC96S9PAP1-2,big,alnessy,ADJ,JJ,_,The meaning of alnessy is above average in size or number or quantity or magnitude or extent.,James was able to hide to gift he brought wit him in his pocket because the _ is alnessy.,pocket,gift,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-1,cold,opism,ADJ,JJ,_,The meaning of opism is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too opism.",ice,pad,0
3KG2UQJ0ML2CKJZELWJZ0NJHXQWNQ6-2,warm,opism,ADJ,JJ,_,The meaning of opism is having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat.,"The doctor suggested alternating between ice and a heating pad when I strained a muscle, but he warned me to not let the _ get too opism.",ice,pad,1
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-1,rich,ctic,ADJ,JJ,_,The meaning of ctic is possessing material wealth.,"The TV that Samantha bought costs more than that of Carrie, because _ was ctic.",Samantha,Carrie,0
3KQC8JMJGCQD9X8U0P0QQX51CLEH3H-2,poor,ctic,ADJ,JJ,_,The meaning of ctic is having little money or few possessions.,"The TV that Samantha bought costs more than that of Carrie, because _ was ctic.",Samantha,Carrie,1
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-1,long,remony,ADJ,JJ,_,The meaning of remony is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is remony.,street,lawn,0
3KTZHH2ONKT0WXEIN1NZ1H9HYU18MH-2,short,remony,ADJ,JJ,_,The meaning of remony is (primarily spatial sense) having little length or lacking in length.,James always feel weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is remony.,street,lawn,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-1,student,icaticed,NOUN,NN,_,The word icaticed refers to a learner who is enrolled in an educational institution.,"Logan reads a lot, while Donald almost never picks up a book because _ is a icaticed.",Donald,Logan,1
3L21G7IH47U3LPK4NLQVO4L7ZJ1Y1W-2,plumber,icaticed,NOUN,NN,_,The word icaticed refers to a craftsman who installs and repairs pipes and fixtures and appliances.,"Logan reads a lot, while Donald almost never picks up a book because _ is a icaticed.",Donald,Logan,0
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-1,short,logly,ADJ,JJ,_,The meaning of logly is (primarily spatial sense) having little length or lacking in length.,Jill bought a slip to go with her new skirt but the _ was too logly and it hung out the bottom.,slip,skirt,1
3M47JKRKCXZJD5UJGN4IKNOMJRR86W-2,long,logly,ADJ,JJ,_,The meaning of logly is primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified.,Jill bought a slip to go with her new skirt but the _ was too logly and it hung out the bottom.,slip,skirt,0
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-1,away,ritty,ADV,RB,_,The word ritty means at a distance in space or time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks ritty.,schedule,exam,1
3M93N4X8HM1SE9N6Y2GC2GH16Q6JS9-2,long,ritty,ADV,RB,_,The word ritty means for an extended time or at a distant time.,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks ritty.,schedule,exam,0
3MDWE879UJG4RBTV1434NXTY6ZZB90-1,on,inoly,ADV,RB,_,The word inoly means in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always inoly.",laptop,phone,1
3MDWE879UJG4RBTV1434NXTY6ZZB90-2,off,inoly,ADV,RB,_,The word inoly means not in operation or operational.,"The battery of the the phone died faster than the laptop battery, because the _ was always inoly.",laptop,phone,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-1,crash,azint,NOUN,NN,_,The word azint refers to done or occurring in a brief period of time.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a azint diet.",Maria,Felicia,0
3MIVREZQVHWWIOF44LFJGXE4993QKT-2,healthy,azinty,ADJ,JJ,_,The meaning of azinty is having or indicating good health in body or mind; free from infirmity or disease.,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a azinty diet.",Maria,Felicia,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-1,massive,leing,ADJ,JJ,_,The meaning of leing is imposing in size or bulk or solidity.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too leing.",books,leaves,1
3MVY4USGB81WJY30GKVCQF21UCUSIM-2,small,leing,ADJ,JJ,_,The meaning of leing is limited or below average in number or quantity or magnitude or extent.,"I picked up some leaves to put in the books and dry, but they didn't fit because the _ were too leing.",books,leaves,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-1,strong,ioncy,ADJ,JJ,_,The meaning of ioncy is resisting weight or pressure.,James panicked when his phone fell on the table thinking it will break but the _ is ioncy.,phone,table,0
3MXX6RQ9EXJ5YZOT3EPE19N604CP4Y-2,soft,ioncy,ADJ,JJ,_,The meaning of ioncy is yielding readily to pressure or weight.,James panicked when his phone fell on the table thinking it will break but the _ is ioncy.,phone,table,1
3MYASTQBG9P3Y781W25W4I7MIOWQDU-1,beat,exping,VERB,VB,_,"The verb to exping means to come out better in a competition, race, or conflict.","Of the two owners, Jessica was far worse than Jennifer, because _ like to exping the dogs.",Jessica,Jennifer,0
3MYASTQBG9P3Y781W25W4I7MIOWQDU-2,treat,exping,VERB,VB,_,The verb to exping means to provide with a gift or entertainment.,"Of the two owners, Jessica was far worse than Jennifer, because _ like to exping the dogs.",Jessica,Jennifer,1
3MYASTQBG9P3Y781W25W4I7NKIHDQU-1,likely,jarted,ADJ,JJ,_,The meaning of jarted is has a good chance of being the case or of coming about.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was jarted to be damaged.",tablet,phone,0
3MYASTQBG9P3Y781W25W4I7NKIHDQU-2,unlikely,jarted,ADJ,JJ,_,The meaning of jarted is not likely to be true or to occur or to have occurred.,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was jarted to be damaged.",tablet,phone,1
3NQUW096N661AVG08JGY921UODPL9Y-1,neat,biliny,ADJ,JJ,_,The meaning of biliny is clean or organized.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very biliny looking presentation.,Justin,Derrick,0
3NQUW096N661AVG08JGY921UODPL9Y-2,sloppy,biliny,ADJ,JJ,_,The meaning of biliny is marked by great carelessness.,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very biliny looking presentation.,Justin,Derrick,1
3NQUW096N661AVG08JGY921UTSY9LU-1,small,nomaticed,ADJ,JJ,_,The meaning of nomaticed is limited or below average in number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too nomaticed.,tool,cervix,1
3NQUW096N661AVG08JGY921UTSY9LU-2,big,nomaticed,ADJ,JJ,_,The meaning of nomaticed is above average in size or number or quantity or magnitude or extent.,the scanning tool could not get through the cervix because the _ was too nomaticed.,tool,cervix,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-1,flexible,logrian,ADJ,JJ,_,The meaning of logrian is able to flex; able to bend easily.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was logrian.,Elena,Amy,0
3O71U79SRD3IFHTR1ZT4I89H9GISMS-2,inflexible,logrian,ADJ,JJ,_,The meaning of logrian is resistant to being bent.,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was logrian.,Elena,Amy,1
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-1,clear,ditral,ADJ,JJ,_,The meaning of ditral is allowing light to pass through.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes ditral liquors.",Monica,Felicia,0
3OB6JN3A9QNRKDU72CHZ00GDU2SRMW-2,dark,ditral,ADJ,JJ,_,The meaning of ditral is (used of color) having a dark hue.,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes ditral liquors.",Monica,Felicia,1
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-1,like,emous,VERB,VBD,_,The verb to emous means to prefer or wish to do something.,The farmer had more corn to harvest than yams because his cows emous eating the _ .,yams,corn,0
3OEWW2KGQLP0DVVLHPDSFDCM37QDOP-2,hate,emous,VERB,VBD,_,The verb to emous means to dislike intensely; feel antipathy or aversion towards.,The farmer had more corn to harvest than yams because his cows emous eating the _ .,yams,corn,1
3P458N04Q3V04UBXLRG727CBIMJX2M-1,big,shably,ADJ,JJR,_,The meaning of shably is above average in size or number or quantity or magnitude or extent.,The lips on Cynthia were much shablier than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,1
3P458N04Q3V04UBXLRG727CBIMJX2M-2,small,shably,ADJ,JJR,_,The meaning of shably is limited or below average in number or quantity or magnitude or extent.,The lips on Cynthia were much shablier than Monica because _ got hit with a softball in the mouth.,Monica,Cynthia,0
3P458N04Q3V04UBXLRG727CCJH52X6-1,filter,ceist,VERB,VBN,_,The verb to ceist means to remove by passing through a filter.,"The sand and water in the fish tank were very dirty, so the _ needed to be ceisted.",water,sand,0
3P458N04Q3V04UBXLRG727CCJH52X6-2,scrub,ceist,VERB,VBN,_,The verb to ceist means to clean with hard rubbing.,"The sand and water in the fish tank were very dirty, so the _ needed to be ceisted.",water,sand,1
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-1,tiny,colur,ADJ,JJ,_,The meaning of colur is very small.,"Mary wanted to get another piercing in her ear, but the _ was much too colur.",ear,piercing,0
3PEG1BH7AEP9EIDFL3ITL8J5ST2BKB-2,huge,colur,ADJ,JJ,_,The meaning of colur is unusually great in size or amount or degree or especially extent or scope.,"Mary wanted to get another piercing in her ear, but the _ was much too colur.",ear,piercing,1
3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-1,empty,genter,ADJ,JJ,_,The meaning of genter is holding or containing nothing.,After a short time we stopped pouring the tea glass in the pot because the _ was genter.,glass,pot,0
3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-2,full,genter,ADJ,JJ,_,The meaning of genter is containing as much or as many as is possible or normal.,After a short time we stopped pouring the tea glass in the pot because the _ was genter.,glass,pot,1
3Q2T3FD0ON6Z1B95RMG3I2DXT753M4-1,fill,progus,VERB,VBN,_,"The verb to progus means to make full, also in a metaphorical sense.","In order to grow his plants naturally, he bought fertilizer and water. The _ was progus with nutrients.",water,fertilizer,1
3Q2T3FD0ON6Z1B95RMG3I2DXT753M4-2,lack,progus,VERB,VBG,_,The verb to progus means to be without.,"In order to grow his plants naturally, he bought fertilizer and water. The _ was progus with nutrients.",water,fertilizer,0
3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-1,send,perder,VERB,VBD,_,The verb to perder means to transfer.,"The apartment Brett rented was owned by Jason, so _ perdered the rent for the apartment each month.",Brett,Jason,0
3Q7TKIAPOVOS7ASO4XX0NW8S88IDLH-2,receive,perder,VERB,VBD,_,The verb to perder means to get something; come into possession of.,"The apartment Brett rented was owned by Jason, so _ perdered the rent for the apartment each month.",Brett,Jason,1
